order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,timestamp_saved
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,DB,2024-04-30 13:51:08.897597
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,DB,2024-04-30 13:51:08.897597
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,DB,2024-04-30 13:51:08.897597
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,DB,2024-04-30 13:51:08.897597
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,DB,2024-04-30 13:51:08.897597
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,DB,2024-04-30 13:51:08.897597
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,DB,2024-04-30 13:51:08.897597
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,DB,2024-04-30 13:51:08.897597
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,DB,2024-04-30 13:51:08.897597
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,DB,2024-04-30 13:51:08.897597
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,DB,2024-04-30 13:51:08.897597
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,DB,2024-04-30 13:51:08.897597
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,DB,2024-04-30 13:51:08.897597
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,DB,2024-04-30 13:51:08.897597
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,DB,2024-04-30 13:51:08.897597
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,DB,2024-04-30 13:51:08.897597
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,DB,2024-04-30 13:51:08.897597
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,DB,2024-04-30 13:51:08.897597
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,DB,2024-04-30 13:51:08.897597
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,DB,2024-04-30 13:51:08.897597
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,DB,2024-04-30 13:51:08.897597
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,DB,2024-04-30 13:51:08.897597
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,DB,2024-04-30 13:51:08.897597
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,DB,2024-04-30 13:51:08.897597
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,DB,2024-04-30 13:51:08.897597
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,DB,2024-04-30 13:51:08.897597
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,DB,2024-04-30 13:51:08.897597
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,DB,2024-04-30 13:51:08.897597
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,DB,2024-04-30 13:51:08.897597
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,DB,2024-04-30 13:51:08.897597
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,DB,2024-04-30 13:51:08.897597
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,DB,2024-04-30 13:51:08.897597
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,DB,2024-04-30 13:51:08.897597
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,DB,2024-04-30 13:51:08.897597
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,DB,2024-04-30 13:51:08.897597
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,DB,2024-04-30 13:51:08.897597
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,DB,2024-04-30 13:51:08.897597
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,DB,2024-04-30 13:51:08.897597
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,DB,2024-04-30 13:51:08.897597
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,DB,2024-04-30 13:51:08.897597
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,DB,2024-04-30 13:51:08.897597
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,DB,2024-04-30 13:51:08.897597
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,DB,2024-04-30 13:51:08.897597
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,DB,2024-04-30 13:51:08.897597
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,DB,2024-04-30 13:51:08.897597
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,DB,2024-04-30 13:51:08.897597
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,DB,2024-04-30 13:51:08.897597
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,DB,2024-04-30 13:51:08.897597
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,DB,2024-04-30 13:51:08.897597
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,DB,2024-04-30 13:51:08.897597
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,DB,2024-04-30 13:51:08.897597
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,DB,2024-04-30 13:51:08.897597
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,DB,2024-04-30 13:51:08.897597
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,DB,2024-04-30 13:51:08.897597
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,DB,2024-04-30 13:51:08.897597
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,DB,2024-04-30 13:51:08.897597
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,DB,2024-04-30 13:51:08.897597
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,DB,2024-04-30 13:51:08.897597
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,DB,2024-04-30 13:51:08.897597
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,DB,2024-04-30 13:51:08.897597
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,DB,2024-04-30 13:51:08.897597
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,DB,2024-04-30 13:51:08.897597
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,DB,2024-04-30 13:51:08.897597
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,DB,2024-04-30 13:51:08.897597
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,DB,2024-04-30 13:51:08.897597
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,DB,2024-04-30 13:51:08.897597
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,DB,2024-04-30 13:51:08.897597
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,DB,2024-04-30 13:51:08.897597
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,DB,2024-04-30 13:51:08.897597
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,DB,2024-04-30 13:51:08.897597
158,117,3,2016-04-04,2016-04-04,,3,9,DB,2024-04-30 13:51:08.897597
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,DB,2024-04-30 13:51:08.897597
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,DB,2024-04-30 13:51:08.897597
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,DB,2024-04-30 13:51:08.897597
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,DB,2024-04-30 13:51:08.897597
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,DB,2024-04-30 13:51:08.897597
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,DB,2024-04-30 13:51:08.897597
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,DB,2024-04-30 13:51:08.897597
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,DB,2024-04-30 13:51:08.897597
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,DB,2024-04-30 13:51:08.897597
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,DB,2024-04-30 13:51:08.897597
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,DB,2024-04-30 13:51:08.897597
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,DB,2024-04-30 13:51:08.897597
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,DB,2024-04-30 13:51:08.897597
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,DB,2024-04-30 13:51:08.897597
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,DB,2024-04-30 13:51:08.897597
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,DB,2024-04-30 13:51:08.897597
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,DB,2024-04-30 13:51:08.897597
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,DB,2024-04-30 13:51:08.897597
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,DB,2024-04-30 13:51:08.897597
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,DB,2024-04-30 13:51:08.897597
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,DB,2024-04-30 13:51:08.897597
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,DB,2024-04-30 13:51:08.897597
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,DB,2024-04-30 13:51:08.897597
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,DB,2024-04-30 13:51:08.897597
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,DB,2024-04-30 13:51:08.897597
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,DB,2024-04-30 13:51:08.897597
185,24,3,2016-04-20,2016-04-20,,1,2,DB,2024-04-30 13:51:08.897597
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,DB,2024-04-30 13:51:08.897597
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,DB,2024-04-30 13:51:08.897597
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,DB,2024-04-30 13:51:08.897597
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,DB,2024-04-30 13:51:08.897597
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,DB,2024-04-30 13:51:08.897597
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,DB,2024-04-30 13:51:08.897597
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,DB,2024-04-30 13:51:08.897597
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,DB,2024-04-30 13:51:08.897597
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,DB,2024-04-30 13:51:08.897597
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,DB,2024-04-30 13:51:08.897597
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,DB,2024-04-30 13:51:08.897597
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,DB,2024-04-30 13:51:08.897597
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,DB,2024-04-30 13:51:08.897597
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,DB,2024-04-30 13:51:08.897597
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,DB,2024-04-30 13:51:08.897597
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,DB,2024-04-30 13:51:08.897597
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,DB,2024-04-30 13:51:08.897597
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,DB,2024-04-30 13:51:08.897597
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,DB,2024-04-30 13:51:08.897597
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,DB,2024-04-30 13:51:08.897597
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,DB,2024-04-30 13:51:08.897597
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,DB,2024-04-30 13:51:08.897597
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,DB,2024-04-30 13:51:08.897597
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,DB,2024-04-30 13:51:08.897597
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,DB,2024-04-30 13:51:08.897597
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,DB,2024-04-30 13:51:08.897597
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,DB,2024-04-30 13:51:08.897597
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,DB,2024-04-30 13:51:08.897597
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,DB,2024-04-30 13:51:08.897597
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,DB,2024-04-30 13:51:08.897597
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,DB,2024-04-30 13:51:08.897597
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,DB,2024-04-30 13:51:08.897597
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,DB,2024-04-30 13:51:08.897597
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,DB,2024-04-30 13:51:08.897597
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,DB,2024-04-30 13:51:08.897597
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,DB,2024-04-30 13:51:08.897597
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,DB,2024-04-30 13:51:08.897597
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,DB,2024-04-30 13:51:08.897597
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,DB,2024-04-30 13:51:08.897597
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,DB,2024-04-30 13:51:08.897597
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,DB,2024-04-30 13:51:08.897597
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,DB,2024-04-30 13:51:08.897597
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,DB,2024-04-30 13:51:08.897597
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,DB,2024-04-30 13:51:08.897597
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,DB,2024-04-30 13:51:08.897597
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,DB,2024-04-30 13:51:08.897597
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,DB,2024-04-30 13:51:08.897597
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,DB,2024-04-30 13:51:08.897597
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,DB,2024-04-30 13:51:08.897597
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,DB,2024-04-30 13:51:08.897597
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,DB,2024-04-30 13:51:08.897597
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,DB,2024-04-30 13:51:08.897597
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,DB,2024-04-30 13:51:08.897597
239,13,3,2016-05-27,2016-05-27,,3,9,DB,2024-04-30 13:51:08.897597
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,DB,2024-04-30 13:51:08.897597
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,DB,2024-04-30 13:51:08.897597
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,DB,2024-04-30 13:51:08.897597
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,DB,2024-04-30 13:51:08.897597
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,DB,2024-04-30 13:51:08.897597
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,DB,2024-04-30 13:51:08.897597
246,17,3,2016-05-30,2016-05-30,,2,6,DB,2024-04-30 13:51:08.897597
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,DB,2024-04-30 13:51:08.897597
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,DB,2024-04-30 13:51:08.897597
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,DB,2024-04-30 13:51:08.897597
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,DB,2024-04-30 13:51:08.897597
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,DB,2024-04-30 13:51:08.897597
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,DB,2024-04-30 13:51:08.897597
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,DB,2024-04-30 13:51:08.897597
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,DB,2024-04-30 13:51:08.897597
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,DB,2024-04-30 13:51:08.897597
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,DB,2024-04-30 13:51:08.897597
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,DB,2024-04-30 13:51:08.897597
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,DB,2024-04-30 13:51:08.897597
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,DB,2024-04-30 13:51:08.897597
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,DB,2024-04-30 13:51:08.897597
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,DB,2024-04-30 13:51:08.897597
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,DB,2024-04-30 13:51:08.897597
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,DB,2024-04-30 13:51:08.897597
264,5,3,2016-06-10,2016-06-10,,1,3,DB,2024-04-30 13:51:08.897597
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,DB,2024-04-30 13:51:08.897597
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,DB,2024-04-30 13:51:08.897597
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,DB,2024-04-30 13:51:08.897597
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,DB,2024-04-30 13:51:08.897597
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,DB,2024-04-30 13:51:08.897597
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,DB,2024-04-30 13:51:08.897597
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,DB,2024-04-30 13:51:08.897597
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,DB,2024-04-30 13:51:08.897597
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,DB,2024-04-30 13:51:08.897597
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,DB,2024-04-30 13:51:08.897597
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,DB,2024-04-30 13:51:08.897597
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,DB,2024-04-30 13:51:08.897597
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,DB,2024-04-30 13:51:08.897597
