order_id,item_id,product_id,quantity,list_price,discount,source,timestamp_saved
36,3,3,2,999.99,0.2,DB,2024-04-30 13:51:09.215030
37,1,16,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
38,1,7,2,3999.99,0.05,DB,2024-04-30 13:51:09.215030
38,2,23,1,299.99,0.07,DB,2024-04-30 13:51:09.215030
38,3,25,1,499.99,0.2,DB,2024-04-30 13:51:09.215030
38,4,10,2,1549.0,0.1,DB,2024-04-30 13:51:09.215030
38,5,24,1,549.99,0.07,DB,2024-04-30 13:51:09.215030
39,1,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
39,2,16,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
39,3,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030
39,4,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030
40,1,17,1,429.0,0.2,DB,2024-04-30 13:51:09.215030
40,2,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030
41,1,5,1,1320.99,0.1,DB,2024-04-30 13:51:09.215030
41,2,19,2,449.0,0.2,DB,2024-04-30 13:51:09.215030
41,3,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
42,1,19,1,449.0,0.05,DB,2024-04-30 13:51:09.215030
43,1,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
43,2,12,2,549.99,0.05,DB,2024-04-30 13:51:09.215030
44,1,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030
44,2,16,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
45,1,4,2,2899.99,0.2,DB,2024-04-30 13:51:09.215030
45,2,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030
45,3,21,2,269.99,0.05,DB,2024-04-30 13:51:09.215030
46,1,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030
47,1,6,1,469.99,0.05,DB,2024-04-30 13:51:09.215030
47,2,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030
47,3,25,2,499.99,0.07,DB,2024-04-30 13:51:09.215030
47,4,13,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
48,1,11,1,1680.99,0.1,DB,2024-04-30 13:51:09.215030
48,2,4,1,2899.99,0.2,DB,2024-04-30 13:51:09.215030
48,3,5,2,1320.99,0.1,DB,2024-04-30 13:51:09.215030
48,4,14,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
49,1,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
50,1,3,1,999.99,0.05,DB,2024-04-30 13:51:09.215030
50,2,26,2,599.99,0.07,DB,2024-04-30 13:51:09.215030
50,3,13,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
51,1,13,1,269.99,0.05,DB,2024-04-30 13:51:09.215030
51,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
51,3,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
52,1,25,1,499.99,0.07,DB,2024-04-30 13:51:09.215030
53,1,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030
53,2,23,2,299.99,0.05,DB,2024-04-30 13:51:09.215030
53,3,14,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
53,4,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030
54,1,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
54,2,3,1,999.99,0.2,DB,2024-04-30 13:51:09.215030
55,1,21,1,269.99,0.05,DB,2024-04-30 13:51:09.215030
55,2,25,2,499.99,0.2,DB,2024-04-30 13:51:09.215030
55,3,15,2,529.99,0.2,DB,2024-04-30 13:51:09.215030
56,1,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030
57,1,23,2,299.99,0.1,DB,2024-04-30 13:51:09.215030
57,2,19,2,449.0,0.2,DB,2024-04-30 13:51:09.215030
57,3,13,1,269.99,0.07,DB,2024-04-30 13:51:09.215030
58,1,14,2,269.99,0.05,DB,2024-04-30 13:51:09.215030
58,2,18,1,449.0,0.07,DB,2024-04-30 13:51:09.215030
58,3,23,1,299.99,0.1,DB,2024-04-30 13:51:09.215030
59,1,21,1,269.99,0.05,DB,2024-04-30 13:51:09.215030
59,2,2,1,749.99,0.1,DB,2024-04-30 13:51:09.215030
59,3,17,2,429.0,0.1,DB,2024-04-30 13:51:09.215030
60,1,14,2,269.99,0.05,DB,2024-04-30 13:51:09.215030
60,2,4,1,2899.99,0.1,DB,2024-04-30 13:51:09.215030
60,3,15,1,529.99,0.07,DB,2024-04-30 13:51:09.215030
60,4,22,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
61,1,25,1,499.99,0.1,DB,2024-04-30 13:51:09.215030
61,2,15,2,529.99,0.05,DB,2024-04-30 13:51:09.215030
61,3,5,2,1320.99,0.2,DB,2024-04-30 13:51:09.215030
62,1,14,1,269.99,0.07,DB,2024-04-30 13:51:09.215030
62,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030
62,3,22,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
63,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030
63,2,19,2,449.0,0.05,DB,2024-04-30 13:51:09.215030
63,3,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030
64,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030
64,2,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
64,3,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030
64,4,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
65,1,12,1,549.99,0.1,DB,2024-04-30 13:51:09.215030
66,1,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030
66,2,23,1,299.99,0.07,DB,2024-04-30 13:51:09.215030
66,3,12,1,549.99,0.07,DB,2024-04-30 13:51:09.215030
67,1,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030
67,2,12,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
67,3,21,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
67,4,5,2,1320.99,0.1,DB,2024-04-30 13:51:09.215030
67,5,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030
68,1,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
68,2,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030
69,1,22,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
69,2,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030
69,3,10,1,1549.0,0.05,DB,2024-04-30 13:51:09.215030
70,1,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030
70,2,18,1,449.0,0.2,DB,2024-04-30 13:51:09.215030
70,3,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
71,1,26,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
71,2,24,1,549.99,0.2,DB,2024-04-30 13:51:09.215030
71,3,18,1,449.0,0.1,DB,2024-04-30 13:51:09.215030
72,1,17,2,429.0,0.07,DB,2024-04-30 13:51:09.215030
72,2,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030
72,3,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
73,1,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030
73,2,26,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
73,3,3,2,999.99,0.07,DB,2024-04-30 13:51:09.215030
73,4,25,1,499.99,0.07,DB,2024-04-30 13:51:09.215030
73,5,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030
74,1,16,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
74,2,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030
75,1,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030
75,2,7,2,3999.99,0.07,DB,2024-04-30 13:51:09.215030
75,3,15,1,529.99,0.2,DB,2024-04-30 13:51:09.215030
76,1,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030
76,2,11,2,1680.99,0.1,DB,2024-04-30 13:51:09.215030
76,3,5,1,1320.99,0.07,DB,2024-04-30 13:51:09.215030
77,1,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030
77,2,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
77,3,26,1,599.99,0.2,DB,2024-04-30 13:51:09.215030
77,4,25,1,499.99,0.2,DB,2024-04-30 13:51:09.215030
78,1,17,1,429.0,0.07,DB,2024-04-30 13:51:09.215030
78,2,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030
78,3,18,2,449.0,0.1,DB,2024-04-30 13:51:09.215030
78,4,14,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
79,1,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030
79,2,17,2,429.0,0.05,DB,2024-04-30 13:51:09.215030
79,3,6,1,469.99,0.1,DB,2024-04-30 13:51:09.215030
79,4,25,2,499.99,0.07,DB,2024-04-30 13:51:09.215030
80,1,26,1,599.99,0.1,DB,2024-04-30 13:51:09.215030
80,2,24,1,549.99,0.1,DB,2024-04-30 13:51:09.215030
80,3,17,1,429.0,0.2,DB,2024-04-30 13:51:09.215030
81,1,10,2,1549.0,0.2,DB,2024-04-30 13:51:09.215030
81,2,23,2,299.99,0.05,DB,2024-04-30 13:51:09.215030
81,3,25,2,499.99,0.05,DB,2024-04-30 13:51:09.215030
82,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030
82,2,11,2,1680.99,0.2,DB,2024-04-30 13:51:09.215030
83,1,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030
83,2,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030
84,1,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030
84,2,15,2,529.99,0.07,DB,2024-04-30 13:51:09.215030
85,1,4,2,2899.99,0.05,DB,2024-04-30 13:51:09.215030
85,2,18,1,449.0,0.07,DB,2024-04-30 13:51:09.215030
86,1,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030
86,2,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030
86,3,21,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
86,4,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030
87,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
87,2,23,2,299.99,0.1,DB,2024-04-30 13:51:09.215030
88,1,10,1,1549.0,0.07,DB,2024-04-30 13:51:09.215030
88,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030
88,3,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030
89,1,5,1,1320.99,0.05,DB,2024-04-30 13:51:09.215030
89,2,6,2,469.99,0.1,DB,2024-04-30 13:51:09.215030
90,1,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030
90,2,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030
91,1,11,1,1680.99,0.1,DB,2024-04-30 13:51:09.215030
91,2,25,1,499.99,0.05,DB,2024-04-30 13:51:09.215030
91,3,15,2,529.99,0.07,DB,2024-04-30 13:51:09.215030
91,4,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
92,1,8,1,1799.99,0.1,DB,2024-04-30 13:51:09.215030
93,1,22,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
93,2,17,1,429.0,0.05,DB,2024-04-30 13:51:09.215030
93,3,21,1,269.99,0.1,DB,2024-04-30 13:51:09.215030
93,4,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030
93,5,10,2,1549.0,0.07,DB,2024-04-30 13:51:09.215030
94,1,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030
94,2,4,1,2899.99,0.2,DB,2024-04-30 13:51:09.215030
94,3,11,1,1680.99,0.2,DB,2024-04-30 13:51:09.215030
94,4,21,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
95,1,10,2,1549.0,0.2,DB,2024-04-30 13:51:09.215030
95,2,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030
95,3,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030
95,4,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
96,1,26,1,599.99,0.1,DB,2024-04-30 13:51:09.215030
96,2,23,1,299.99,0.05,DB,2024-04-30 13:51:09.215030
97,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
97,2,2,1,749.99,0.07,DB,2024-04-30 13:51:09.215030
97,3,6,2,469.99,0.2,DB,2024-04-30 13:51:09.215030
97,4,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030
98,1,19,1,449.0,0.07,DB,2024-04-30 13:51:09.215030
98,2,21,1,269.99,0.1,DB,2024-04-30 13:51:09.215030
98,3,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030
98,4,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
99,1,13,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
99,2,21,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
99,3,25,2,499.99,0.05,DB,2024-04-30 13:51:09.215030
99,4,7,2,3999.99,0.07,DB,2024-04-30 13:51:09.215030
99,5,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030
100,1,12,2,549.99,0.05,DB,2024-04-30 13:51:09.215030
100,2,11,2,1680.99,0.1,DB,2024-04-30 13:51:09.215030
100,3,7,2,3999.99,0.2,DB,2024-04-30 13:51:09.215030
100,4,16,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
100,5,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
101,1,12,2,549.99,0.2,DB,2024-04-30 13:51:09.215030
102,1,15,1,529.99,0.05,DB,2024-04-30 13:51:09.215030
102,2,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030
103,1,17,1,429.0,0.07,DB,2024-04-30 13:51:09.215030
103,2,3,1,999.99,0.05,DB,2024-04-30 13:51:09.215030
103,3,18,1,449.0,0.2,DB,2024-04-30 13:51:09.215030
103,4,15,2,529.99,0.1,DB,2024-04-30 13:51:09.215030
103,5,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030
104,1,19,2,449.0,0.1,DB,2024-04-30 13:51:09.215030
104,2,26,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
105,1,11,2,1680.99,0.2,DB,2024-04-30 13:51:09.215030
105,2,3,1,999.99,0.05,DB,2024-04-30 13:51:09.215030
105,3,9,1,2999.99,0.05,DB,2024-04-30 13:51:09.215030
106,1,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030
106,2,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
107,1,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030
107,2,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
108,1,11,1,1680.99,0.1,DB,2024-04-30 13:51:09.215030
108,2,22,2,269.99,0.07,DB,2024-04-30 13:51:09.215030
108,3,16,2,599.99,0.05,DB,2024-04-30 13:51:09.215030
109,1,22,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
109,2,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030
110,1,14,1,269.99,0.1,DB,2024-04-30 13:51:09.215030
111,1,14,1,269.99,0.1,DB,2024-04-30 13:51:09.215030
111,2,12,2,549.99,0.07,DB,2024-04-30 13:51:09.215030
112,1,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030
112,2,25,2,499.99,0.07,DB,2024-04-30 13:51:09.215030
112,3,24,2,549.99,0.05,DB,2024-04-30 13:51:09.215030
112,4,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030
113,1,12,2,549.99,0.07,DB,2024-04-30 13:51:09.215030
113,2,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
113,3,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030
113,4,23,1,299.99,0.2,DB,2024-04-30 13:51:09.215030
113,5,5,2,1320.99,0.2,DB,2024-04-30 13:51:09.215030
114,1,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030
114,2,2,1,749.99,0.07,DB,2024-04-30 13:51:09.215030
114,3,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
115,1,22,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
115,2,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030
116,1,26,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
117,1,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
117,2,26,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
117,3,14,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
117,4,19,1,449.0,0.05,DB,2024-04-30 13:51:09.215030
118,1,18,1,449.0,0.07,DB,2024-04-30 13:51:09.215030
118,2,4,1,2899.99,0.07,DB,2024-04-30 13:51:09.215030
118,3,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030
118,4,3,2,999.99,0.1,DB,2024-04-30 13:51:09.215030
118,5,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030
119,1,25,1,499.99,0.05,DB,2024-04-30 13:51:09.215030
120,1,13,2,269.99,0.05,DB,2024-04-30 13:51:09.215030
120,2,6,2,469.99,0.05,DB,2024-04-30 13:51:09.215030
120,3,10,2,1549.0,0.05,DB,2024-04-30 13:51:09.215030
120,4,17,1,429.0,0.05,DB,2024-04-30 13:51:09.215030
120,5,16,2,599.99,0.2,DB,2024-04-30 13:51:09.215030
121,1,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030
121,2,14,2,269.99,0.1,DB,2024-04-30 13:51:09.215030
121,3,4,2,2899.99,0.1,DB,2024-04-30 13:51:09.215030
121,4,24,2,549.99,0.07,DB,2024-04-30 13:51:09.215030
121,5,2,2,749.99,0.05,DB,2024-04-30 13:51:09.215030
122,1,16,1,599.99,0.1,DB,2024-04-30 13:51:09.215030
123,1,12,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
124,1,16,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
124,2,4,1,2899.99,0.07,DB,2024-04-30 13:51:09.215030
124,3,7,2,3999.99,0.05,DB,2024-04-30 13:51:09.215030
125,1,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030
126,1,9,2,2999.99,0.05,DB,2024-04-30 13:51:09.215030
127,1,17,1,429.0,0.07,DB,2024-04-30 13:51:09.215030
127,2,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030
127,3,4,2,2899.99,0.07,DB,2024-04-30 13:51:09.215030
128,1,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
128,2,16,2,599.99,0.1,DB,2024-04-30 13:51:09.215030
128,3,4,2,2899.99,0.2,DB,2024-04-30 13:51:09.215030
128,4,3,2,999.99,0.2,DB,2024-04-30 13:51:09.215030
129,1,18,1,449.0,0.1,DB,2024-04-30 13:51:09.215030
129,2,9,1,2999.99,0.1,DB,2024-04-30 13:51:09.215030
130,1,26,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
130,2,5,2,1320.99,0.07,DB,2024-04-30 13:51:09.215030
131,1,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030
131,2,4,2,2899.99,0.07,DB,2024-04-30 13:51:09.215030
131,3,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030
132,1,2,2,749.99,0.05,DB,2024-04-30 13:51:09.215030
132,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030
132,3,9,1,2999.99,0.1,DB,2024-04-30 13:51:09.215030
133,1,13,2,269.99,0.05,DB,2024-04-30 13:51:09.215030
133,2,22,1,269.99,0.2,DB,2024-04-30 13:51:09.215030
134,1,19,2,449.0,0.1,DB,2024-04-30 13:51:09.215030
134,2,2,2,749.99,0.07,DB,2024-04-30 13:51:09.215030
134,3,18,2,449.0,0.07,DB,2024-04-30 13:51:09.215030
