order_id,item_id,product_id,quantity,list_price_x,discount,source_x,timestamp_saved_x,EGP,list_price_egp,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source_x,timestamp_saved_y,late_delivery,latency_days,weekend,product_name,brand_id,category_id,model_year,list_price_y,source_y,timestamp_saved
87,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
95,4,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,DB,2024-04-30 13:51:08.897597,False,,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
97,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
127,2,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
132,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
146,3,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
169,1,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
173,3,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
177,1,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
179,5,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
196,5,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
198,2,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
206,2,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
223,4,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
237,3,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
238,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
277,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
282,1,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
284,2,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
287,4,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
304,3,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
316,3,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
343,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,DB,2024-04-30 13:51:08.897597,False,,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
351,3,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
363,4,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
384,1,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
418,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
421,3,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
422,1,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
434,2,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
444,3,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
453,2,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
476,4,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,DB,2024-04-30 13:51:08.897597,False,,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
499,4,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
507,3,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
523,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
542,3,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
545,4,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
555,3,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
590,2,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
612,4,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
691,4,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
774,3,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
782,1,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
833,1,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,406,4,2017-04-12,2017-04-14,2017-04-15,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
905,4,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,609,4,2017-05-23,2017-05-26,2017-05-24,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
914,2,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1068,4,2017-05-28,2017-05-31,2017-05-31,1,2,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
948,2,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
952,1,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,355,4,2017-06-16,2017-06-18,2017-06-18,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
983,2,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1158,4,2017-06-27,2017-06-28,2017-06-29,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
992,3,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,723,4,2017-07-07,2017-07-10,2017-07-09,2,7,DB,2024-04-30 13:51:08.897597,False,,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1006,1,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1070,4,2017-07-15,2017-07-18,2017-07-17,2,7,DB,2024-04-30 13:51:08.897597,False,,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1029,1,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,407,4,2017-07-29,2017-07-30,2017-08-01,1,3,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1043,2,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1235,4,2017-08-06,2017-08-09,2017-08-08,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1073,3,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,911,4,2017-08-18,2017-08-19,2017-08-21,2,7,DB,2024-04-30 13:51:08.897597,True,2.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1142,1,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,554,4,2017-09-23,2017-09-26,2017-09-26,1,3,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1157,1,20,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,24,4,2017-10-01,2017-10-03,2017-10-04,1,3,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1175,3,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,292,4,2017-10-09,2017-10-11,2017-10-12,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1228,3,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1041,4,2017-11-04,2017-11-06,2017-11-06,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,True,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1250,3,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1188,4,2017-11-17,2017-11-19,2017-11-18,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1273,2,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,1268,4,2017-11-27,2017-11-29,2017-11-29,2,6,DB,2024-04-30 13:51:08.897597,False,0.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1302,2,20,2,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,322,4,2017-12-16,2017-12-18,2017-12-19,2,7,DB,2024-04-30 13:51:08.897597,True,1.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1312,3,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,311,4,2017-12-25,2017-12-28,2017-12-26,1,3,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1323,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,273,4,2017-12-31,,,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1426,2,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805,938,4,2018-03-07,2018-03-08,2018-03-10,2,6,DB,2024-04-30 13:51:08.897597,True,2.0,False,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,DL,2024-04-28 17:57:15.953684
1,2,8,2,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,259,4,2016-01-01,2016-01-03,2016-01-03,1,2,DB,2024-04-30 13:51:08.897597,False,0.0,True,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
15,2,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,DB,2024-04-30 13:51:08.897597,True,2.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
16,1,8,1,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,DB,2024-04-30 13:51:08.897597,False,0.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
17,1,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,DB,2024-04-30 13:51:08.897597,False,0.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
27,4,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,DB,2024-04-30 13:51:08.897597,False,,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
29,4,8,1,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
32,1,8,2,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,DB,2024-04-30 13:51:08.897597,False,,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
34,1,8,2,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,DB,2024-04-30 13:51:08.897597,False,,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
40,2,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,DB,2024-04-30 13:51:08.897597,True,1.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
53,1,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
62,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,DB,2024-04-30 13:51:08.897597,False,0.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
88,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,DB,2024-04-30 13:51:08.897597,True,1.0,False,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
92,1,8,1,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,DB,2024-04-30 13:51:08.897597,False,0.0,True,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,DL,2024-04-28 17:57:15.953684
