order_id,item_id,product_id,quantity,list_price,discount,source_x,timestamp_saved,EGP,list_price_egp
14,1,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
15,1,12,2,549.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
15,2,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
15,3,18,2,449.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
15,4,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
16,1,8,1,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
16,2,21,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
16,3,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
16,4,14,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
17,1,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
17,2,23,1,299.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
17,3,5,1,1320.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
17,4,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
18,1,2,2,749.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
18,2,22,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
18,3,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
18,4,25,2,499.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
18,5,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
19,1,10,1,1549.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
19,2,9,2,2999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
20,1,9,1,2999.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
20,2,10,2,1549.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
21,1,14,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
21,2,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
21,3,10,1,1549.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
22,1,15,2,529.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
22,2,22,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
23,1,4,2,2899.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
23,2,23,2,299.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
23,3,13,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
24,1,3,2,999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
24,2,18,2,449.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
25,1,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
25,2,10,2,1549.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
25,3,22,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
25,4,14,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
25,5,21,1,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
26,1,7,1,3999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
26,2,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
26,3,12,1,549.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
26,4,21,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
27,1,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
27,2,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
27,3,26,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
27,4,8,1,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
28,1,5,1,1320.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
28,2,7,2,3999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
28,3,14,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
28,4,6,1,469.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
29,1,24,2,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
29,2,6,1,469.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
29,3,21,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
29,4,8,1,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
29,5,14,2,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
30,1,26,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
30,2,17,1,429.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
30,3,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
30,4,4,1,2899.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
30,5,7,2,3999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
31,1,11,2,1680.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
31,2,9,2,2999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
32,1,8,2,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
32,2,12,2,549.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
32,3,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
33,1,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
33,2,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
34,1,8,2,1799.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
34,2,10,2,1549.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
34,3,17,2,429.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
35,1,18,1,449.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
35,2,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
35,3,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
35,4,21,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
35,5,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
36,1,9,1,2999.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
36,2,5,1,1320.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
36,3,3,2,999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
37,1,16,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
38,1,7,2,3999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
38,2,23,1,299.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
38,3,25,1,499.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
38,4,10,2,1549.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
38,5,24,1,549.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
39,1,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
39,2,16,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
39,3,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
39,4,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
40,1,17,1,429.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
40,2,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
41,1,5,1,1320.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
41,2,19,2,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
41,3,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
42,1,19,1,449.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
43,1,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
43,2,12,2,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
44,1,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
44,2,16,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
45,1,4,2,2899.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
45,2,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
45,3,21,2,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
46,1,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
47,1,6,1,469.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
47,2,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
47,3,25,2,499.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
47,4,13,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
48,1,11,1,1680.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
48,2,4,1,2899.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
48,3,5,2,1320.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
48,4,14,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
49,1,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
50,1,3,1,999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
50,2,26,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
50,3,13,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
51,1,13,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
51,2,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
51,3,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
52,1,25,1,499.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
53,1,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
53,2,23,2,299.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
53,3,14,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
53,4,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
54,1,26,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
54,2,3,1,999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
55,1,21,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
55,2,25,2,499.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
55,3,15,2,529.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
56,1,20,2,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
57,1,23,2,299.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
57,2,19,2,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
57,3,13,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
58,1,14,2,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
58,2,18,1,449.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
58,3,23,1,299.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
59,1,21,1,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
59,2,2,1,749.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
59,3,17,2,429.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
60,1,14,2,269.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
60,2,4,1,2899.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
60,3,15,1,529.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
60,4,22,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
61,1,25,1,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
61,2,15,2,529.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
61,3,5,2,1320.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
62,1,14,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
62,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
62,3,22,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
63,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
63,2,19,2,449.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
63,3,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
64,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
64,2,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
64,3,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
64,4,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
65,1,12,1,549.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
66,1,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
66,2,23,1,299.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
66,3,12,1,549.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
67,1,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
67,2,12,2,549.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
67,3,21,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
67,4,5,2,1320.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
67,5,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
68,1,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
68,2,17,1,429.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
69,1,22,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
69,2,5,1,1320.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
69,3,10,1,1549.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
70,1,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
70,2,18,1,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
70,3,20,1,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
71,1,26,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
71,2,24,1,549.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
71,3,18,1,449.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
72,1,17,2,429.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
72,2,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
72,3,13,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
73,1,22,1,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
73,2,26,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
73,3,3,2,999.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
73,4,25,1,499.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
73,5,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
74,1,16,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
74,2,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
75,1,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
75,2,7,2,3999.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
75,3,15,1,529.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
76,1,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
76,2,11,2,1680.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
76,3,5,1,1320.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
77,1,20,1,599.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
77,2,24,2,549.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
77,3,26,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
77,4,25,1,499.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
78,1,17,1,429.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
78,2,19,1,449.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
78,3,18,2,449.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
78,4,14,2,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
79,1,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
79,2,17,2,429.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
79,3,6,1,469.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
79,4,25,2,499.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
80,1,26,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
80,2,24,1,549.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
80,3,17,1,429.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
81,1,10,2,1549.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
81,2,23,2,299.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
81,3,25,2,499.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
82,1,25,2,499.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
82,2,11,2,1680.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
83,1,20,1,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
83,2,3,2,999.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
84,1,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
84,2,15,2,529.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
85,1,4,2,2899.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
85,2,18,1,449.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
86,1,9,2,2999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,143758.02080499998
86,2,23,2,299.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
86,3,21,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
86,4,15,1,529.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
87,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
87,2,23,2,299.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
88,1,10,1,1549.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
88,2,8,2,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
88,3,7,1,3999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
89,1,5,1,1320.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,63301.180305
89,2,6,2,469.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
90,1,3,1,999.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,47919.020805
90,2,6,1,469.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
91,1,11,1,1680.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
91,2,25,1,499.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
91,3,15,2,529.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,25396.855805
91,4,13,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
92,1,8,1,1799.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
93,1,22,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
93,2,17,1,429.0,0.05,DB,2024-04-30 13:51:09.215030,47.9195,20557.4655
93,3,21,1,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
93,4,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
93,5,10,2,1549.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
94,1,12,1,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
94,2,4,1,2899.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,138966.070805
94,3,11,1,1680.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
94,4,21,2,269.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
95,1,10,2,1549.0,0.2,DB,2024-04-30 13:51:09.215030,47.9195,74227.3055
95,2,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
95,3,8,2,1799.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,86254.620805
95,4,20,2,599.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
96,1,26,1,599.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
96,2,23,1,299.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
97,1,20,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
97,2,2,1,749.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
97,3,6,2,469.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,22521.685805
97,4,19,1,449.0,0.1,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
98,1,19,1,449.0,0.07,DB,2024-04-30 13:51:09.215030,47.9195,21515.8555
98,2,21,1,269.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
98,3,2,1,749.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,35939.145805
98,4,22,2,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
99,1,13,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
99,2,21,1,269.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,12937.785805
99,3,25,2,499.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,23959.270805
99,4,7,2,3999.99,0.07,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
99,5,23,2,299.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,14375.370805
100,1,12,2,549.99,0.05,DB,2024-04-30 13:51:09.215030,47.9195,26355.245805
100,2,11,2,1680.99,0.1,DB,2024-04-30 13:51:09.215030,47.9195,80552.200305
100,3,7,2,3999.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,191677.52080499998
100,4,16,2,599.99,0.2,DB,2024-04-30 13:51:09.215030,47.9195,28751.220805
